main_category,parent_asin,user_id,rating,title,text,timestamp,helpful_vote,verified_purchase
AMAZON FASHION,B08YQCVNFP,AETQIIVDV2SBJAV2MGBRTPTGQZDQ,1,Went from a high review from a 1 star in a year.,"I loved this watch when I first got it. A few months in I had a couple of issues with accidentally resetting it because my wrist would press the middle button, but I adjusted and eventually an update came came down which changed that configuration so it didn’t happen anymore.<br /><br />Now I’ve had it for just over a year. The app and the watch have been updated a few more times.  The app is still not really easy to use or intuitive. It takes a minute to figure it out. What has me changing my rating is that now not only has the watch completely come disconnected from the app, it will not even recognize it anymore to pair it again AND the sleep tracking function (which is the main reason I wanted this watch) has literally disappeared. I checked the app, it stopped tracking my sleep a week ago. No notification to me this would be changing mind you. So I went to the help section (as you do), it said to update my watch version. Ok fine. I followed the instructions except it’s already up to date. I checked the watch itself to re-initiate the sleep tracking as the help guide suggested. Only to find the option IS NOT EVEN THERE.<br /><br />So now, I have a watch that won’t pair to anything, empty icons on the screen with no smart functions at all.<br /><br />I have loved Fossil for YEARS, decades really, and this is a really big let down.  When you spend your hard earned money on a product, you expect it to work as advertised for more than a year. You definitely expect for the features to not change around on you each time fossil decides to tweak their apps.",1672100219892,1,True
AMAZON FASHION,B09LH3FZ6L,AEF2E4DANUBV7ZYVPDDIXFIM3VNQ,1,Cheap looking,It’s cheap looking but I could have dealt with that. I couldn’t deal with the awful smell. I tried spraying febreeze in it but it still smelled. I had to get rid of it.,1647999507591,1,True
AMAZON FASHION,B0007QCRUS,AE2QUSR7PRLVVWZJGCDHWW7EMGTA,1,Why would anyone design a backpack with a single center shaft?,"I really don't understand how anyone could possibly think that this is a good design.  I considered buying this backpack and a similar one by Jeep, but quickly realized that it was guaranteed to break almost anything you could possibly carry in it other than clothing because of the single center bar.<br /><br />To demonstrate the problem, put a pencil against the corner of your kitchen counter.  Press on both ends of the pencil.  What happens?  The pencil breaks.  The kitchen counter is acting as a fulcrum, the pencil as a lever with substantial force on both ends.  In a similar fashion, when you put a book in this sort of backpack, everything else in the bag is pushing on both sides of that book, but the book is supported only in the center by that single vertical post.  Unless you only carry light stuff in the bag, you're almost guaranteed to end up with bent notebooks, books with broken backs, laptops with cracked screens, and so on.  It's quite possibly the worst backpack design mistake in the history of backpacks.<br /><br />If you don't care about the stuff you're carrying, by all means, buy one of these.  If what you are carrying has any value at all, do yourself a favor and buy something with a more traditional double handle or wait for the designers to come up with a single handle built into a solid back so that it doesn't turn your cargo into a lever with a heavy weight at both ends.  There's not enough crack in the world for this design to make sense.",1254643064000,26,False
AMAZON FASHION,B0C1CL9Y8T,AF4HNRUC65CU72K2HHGPTWA3DLYQ,1,Uncomfortable,Band is very stiff and uncomfortable,1659739078361,0,True
AMAZON FASHION,B09FPNFYMB,AGPUHC2NOJDJIQHMBTV6VX2G5A6A,1,Nice but zippers are terrible,I am hoping to have this back pack repaired after 1 year of use for the cost it fell apart on the zippers.,1669854782265,3,True
AMAZON FASHION,B07MBY58RP,AFXI6QNMFJJMUDORFNKI7LL6YSOA,1,no good do not buy it...,"junk right off the bat. installed 160gb of pictures went back to view them after copy …<br />wow only 1/10th available. all the rest gone, not copied over to thumb drive.<br />bad bad  bad do not buy.<br />returning as soon as poss.",1550561911520,3,True
AMAZON FASHION,B0761R2YF9,AEYVV33ZE24BPRBXADNUSSVYWETQ,1,Horrible.,Returning this item cause it wont stay attached to the watch.,1536854695155,0,True
AMAZON FASHION,B07W4QJMGR,AHXBIVBMBQMB3CKLMPNQG47H3Y7A,1,Dud.  Won't Charge,"These glasses have never worked.  They will not charge.  When you plug it in there is a red light but no matter how long you charge for they never turn on.  We have tried, charging longer, switching outlets, using different chargers.  All with no luck.  Don't waste your money.",1577379985688,3,True
AMAZON FASHION,B09V2Y1TQB,AFH63KLSVQQYRNFS7NLQGD3GSP3A,1,Bad buy,Cant pair it with my phone the instructions aren't clear,1656204027755,1,True
AMAZON FASHION,B09KQF1TM4,AHE7WWXXGTF7ZGXNNMXDTB6ZMGPQ,1,poor sound,the sound is very low,1660594753941,0,True
AMAZON FASHION,B00QMMEX9O,AFJRYRKNMC26QNMFMQF43C3LCGDA,1,Sucks,This backpack sucks. Do no waste 30 dollars on this. It tore apart about the second week I had it. I'm clearly upset about it and pissed off. Waste of damn money.,1425494737000,4,True
AMAZON FASHION,B081391P4D,AESTSUDBQTRONB6WADXTSUEEGFLQ,1,Detaches easily,"It detaches easily. I thought it was a fluke the first couple times it happened, but I am lucky I didn’t lose it.  It just got worse, it would fall off a few times a day if I had kept earring it. If that was not bad enough, it also started to discolor after a few months.  Don’t bother with it,",1647666452404,0,True
AMAZON FASHION,B075CFW6ZR,AGJ32NSNRI4URKUDUY6T4PDAPBZQ,1,Incorrectly-manufactured clips ruin the whole thing,"The metal clips inside each end of the band (where it attaches to the FitBit) aren’t manufactured correctly.  They do not line up properly with the slits on each end of the FitBit, so the band will not stay attached to it.  I thought I could safely disregard any such problem because I’m handier than the average layperson and have successfully re-bent the metal clips from a different metal band in the past.  I was wrong.  So very, very wrong.  I had to actually twist and rip one of the clips to shreds just to get the darn thing to come out after loosening its attachment screw (see photo).<br /><br />This product is nothing but an exercise in misery and wasting your time.  I’ll be initiating a refund for this overpriced hunk of rubbish.",1589067212434,0,True
AMAZON FASHION,B08NC2YF94,AH4SI6Q66A7EVWETSVMDCOQCOOUA,1,Palm rejection does not work,"Had high hopes because of the good reviews. I purchased these specifically for the palm rejection. These don't work at all. It still erased what I drew as I was drawing. The return process is a pain to deal with while on the road and not having access to a printer, so I'll just eat the cost of these. Buyer beware... if the palm rejection is what you're after, don't get your hopes up.<br /><br />Used on an iPad Pro 2021.",1641159320496,0,True
AMAZON FASHION,B07Y9KTH7B,AHSFDCY4UCV4T5BKJ74GNV6W5F4Q,1,Did not latch on,"Was very pretty, yes. However it would not latch onto the Fitbit Ionic. I thought maybe it was broken so I requested a replacement. The second one wouldn't latch on either. I bought a new band from another company and it works perfectly.",1583002809216,0,True
AMAZON FASHION,B09R1M9789,AESXDJFYCD5FBMQMIVB62GORH23Q,1,Ugly,This watch band is dull and ugly in person! I took the picture next to a Christmas red band to try to show how bad it looks. The print looks crappy too. Would not recommend or buy again,1673590350141,0,True
AMAZON FASHION,B0B5X74W9P,AHURRZJDBXAJYTCNO7U2O3NTMSAA,1,NOT COMPATIBLE W FITBIT SENSE,This band does not snap into place or even fit into the band opening on the Sense FitBit as advertised. Save your money!,1672385502927,1,True
AMAZON FASHION,B01GRMLOX6,AFQUECZ76KOH34MCXY3J5XT2Z6LQ,1,I thought this would be a well made bag…. Except for the zippers.,"Except for the cheap zippers, otherwise High quality construction. Fits everything I need, comfortable and pretty stylish. It didn’t last me very long. Kind of bummed as I thought purchasing a leather bag would yield something I would never have to replace. Both zippers gave up the ghost very quickly. Not really worth getting the zippers replaced.<br />This brand is not recommended.",1539716373915,0,True
AMAZON FASHION,B0C74QTFRF,AG25GQOWRZLUMXZJRHGJ3XRVC3DQ,1,the package was already opened,"This company claims to offer a  high quality product but I got a bag that is aerodynamically off.  The bag is difficult to fasten to the snaps and it doesn't rest comfortably over the shoulder.  The fabric sheds and there are many visible blemishes.  Although the price was not over the top, the bag basically carries me instead of the other way around, If that makes any sense.",1682369636579,0,True
AMAZON FASHION,B0B2BSYZKM,AEXU3JFR4BXVGO7RDNJB66IVLCCA,1,"The bag would have been great, but...","it arrived with scratches.  They were centralized in the centers of the main panels so they really catch the eye as well.  Either the bag was purchased, damaged, returned and then resold to me, or the company's quality control is lacking.",1600462269689,0,True
AMAZON FASHION,B07Q4DVF1Q,AG54M57U25UFSD3FM2GDZSKCH2SA,1,Does NOT Integrate well with phones.,"On the plus side, this watch has a decent battery life. I find it to be one week, not the two weeks advertised. Additionally the fitness features are very good.<br /><br />CONS: is NOT Wear OS. You cannot download watch faces, you are stuck with the few faces that I would consider less than acceptable. Additionally you cannot customize the watch face at all.<br /><br />You have a limited ability to view messages. It is impossible to respond to messages from this watch. If you're looking for a true integration to your phone look elsewhere",1559864295360,6,False
AMAZON FASHION,B083YQLGT8,AFNRK5TVM42SJ5J6LS3KAD35WUDQ,1,Caused Skin Irritation,I liked this band for the first couple weeks until I developed a horrible skin irritation and the band started smelling. Definitely not breathable.,1565824412757,0,True
AMAZON FASHION,B07DF9CX18,AGQJJNWLH3B62NBNHVKFCHLSRKBA,1,Badly shaped band.,I have changed the strap on my Versa several times. This watch band would not fit my watch. It was badly shaped and the pin would not reach the pin hole. I’m sad that it would not.  Had to send it back to Amazon.,1533409308584,0,True
AMAZON FASHION,B0BFXJTLPD,AHRDXB3W3SQMUAWBBEVPK2YFMIDA,1,Will not work with my Fitbit Charge 5 unit.,The buckle strap will not stay connected to the charge 5 unit. Dissatisfied with thrse bands,1675631448109,1,True
AMAZON FASHION,B07N1QPSM4,AHU26Y5HHIHQJMN5KHY4C4HAGA3Q,1,"I only got to wear it two times before it broke. Very cheap, a waste of my money.","I only got to wear it two times before it broke. Very cheap, a waste of my money.",1566704346308,0,True
AMAZON FASHION,B084MDMCDR,AHHAKO4Y5ZH3WKNNP3J2RLG6I6MA,1,,Smaller than it looks.,1563164942899,0,True
AMAZON FASHION,B089NBDJW3,AEFMGCJ4KF6XWS4CAMQR5IYOKWUQ,1,this band does no hold up.,Broke after 3 days of wearing. The pin that holds the watch classp broke.,1620779843992,0,True
AMAZON FASHION,B0B34CC8T5,AHMAGSYX7XDQXPWTDZBWRPCZDT2A,1,Would Not Attach,Tries for 40 minutes to get these to attach to no avail. The stock ones snap in in seconds. Not sure if there is an alignment issue or what but they won’t fit.,1672696444319,0,True
AMAZON FASHION,B08Q39GQ6Y,AE3SPCUO7I3Q5VPJIM3SHX3JERJQ,1,Do NOT buy - JUNK,Absolute crap. Arrived broken in two. Appears to be a 3D printed item - very cheap and literally went straight into the trash. Be very wary as you cannot return. Bought for my son and deep regret as it is a very cheap cord and name was broken in two. Do NOT buy as you will regret it. Like putting money in the trash.,1670105895742,2,True
AMAZON FASHION,B099579H19,AHEZSUD23SNLBO56VUFCRGRFDIBQ,1,Don’t waste your money,So far both the white and navy bands have snapped off.  Luckily I was at home so I didn’t lose my Fitbit.  Going back to the band that came with my Fitbit because these are too risky.,1656330167187,1,True
AMAZON FASHION,B06XCD7MSQ,AGA7ZPCMAZMXZXOGAC7RRCY7CFVA,1,one star,Best I can do is one star since band sent to me was not for a charge 2 so I never had a chance to try one of these bands after buying one.,1539343260673,0,True
AMAZON FASHION,B0038KQD14,AHJRI6DNIT2VNGGY4M3YVP57LAIQ,1,Don't bother.,Broke when putting it on child for the first time. Waste of money.,1451518099000,0,True
AMAZON FASHION,B01M0J6R3F,AEQX5YSHSV3A7INTSKCZI2OT4J7Q,1,One Star,"The design was lovely, but had to return this item as it was not stainless steel.",1507668902348,0,True
AMAZON FASHION,B07H4QMWM4,AE3RDD5X5Q3GRSQNWQW2FBALUBIA,1,La medida de los tornillos no es el de el original,No me agrado que la medida de los tornillos es diferente al original,1629406820978,0,True
AMAZON FASHION,B082W2Z5XJ,AFLGCGOWEMSJLR4OWJ6SP4ZXVCSA,1,Lousy,ZERO STARS! Shoddy made. Ill fitting,1594527624731,0,True
AMAZON FASHION,B00CB31H0Q,AHSQWCP56QI7BUBI7PSEFRNU6LBQ,1,This is a useless product,To get the protection plan their are too many hoops to jump thru.  impossible to contact the company when you have issues.  Save your money do not use!,1564050185456,0,True
AMAZON FASHION,B07JN1XSBS,AEMVP7DQT4IV3YKSPAJYN6MZ5DQQ,1,Total crap,"Total crap, does not fit the Mi Band 4. Spent an hour trying to get it to fit but its too small. Due to the poor quality I broke the band attempting to get the unit in it. Do yourself a favor and don't but this junk",1570662143090,1,True
AMAZON FASHION,B078PJDVDN,AFAGHAGAXZOPFIGNL7L3RWSWTZ2Q,1,Broken,Was broken when I received it,1553551226646,0,True
AMAZON FASHION,B08HYRZDY1,AFWIBGKKGDHBCJHAUR2XK3CQZGZA,1,Cheap Plastic,Don't waste your money. It's not even metal.,1635570755826,0,True
AMAZON FASHION,B081CW9745,AG5J7PC2BRMQDMZXQRR4FS6M4YIQ,1,Doesn’t work,Magnet isn’t strong enough to keep the band tight on your wrist,1580500479892,0,True
AMAZON FASHION,B09X154GR3,AHAH5LXZPKBWOO4JEWFCIUVGSQPQ,1,Wouldn’t lock into the watch,"Tried multiple times to get the band to lock into the watch face. It wouldn’t lock. Very annoying. However if it would’ve locked in, it would have been a great buy.",1659983661071,0,True
AMAZON FASHION,B07221985F,AHDLIVECCJ3ASC3EVEIKSCJ2M3YQ,1,You get what you pay for,Lost my Fitbit playing golf because my band was cracked and came off playing golf.,1568401101611,0,True
AMAZON FASHION,B004C5P50Y,AFRLZWNYWXMXIIBBGHJ4PDTXFREA,1,Does not stay secured,"For the most part, this was a pretty good project.  It took a while to install the microphone and ear pieces in my helmet, but sounded great once I got it *just right*.  Pairing with my android phone was simple.  It was a little confusing at first that you press the side buttons to change the volume in ""music"" mode, but you have to turn the knob to change the volume in ""phone"" mode.  I could hear just fine, but the person on the other end said I sounded kind of muffled when I tested at home.<br /><br />For my first ride with it, I was using it to hear voice directions from my phone.  When the directions were starting, I could hear some static, but the static stopped when the talking stopped.  I didn't listen to music while I was riding because I wanted to keep my attention on the road, but it seemed to work fine testing at home.  I didn't have anyone else to try the intercom with, and I didn't make or receive any phone calls while on the road.  Unfortunately, that is the extent of my testing.  When I got to the end of a long (8 mile) road, I noticed that my GPS wasn't giving me directions anymore.  After I stopped, I realized that the bluetooth unit had fallen off somewhere in the last 8 miles!  I only went a maximum of 45mph on that road and there weren't any hard turns or bumpy maneuvers.  I followed the directions while installing... the clip-on attachment seemed a little loose so I used the stick-on one.  The attachment stayed on the helmet, but the bluetooth part didn't stay on the attachment.<br /><br />Based on my limited experience, I would probably rate it four stars, but unfortunately I can NOT recommend a product that may get lost the first time you use it.  At this price, it is hardly disposable...  I was very disappointed that it fell off but was unable to find it again despite my searching.  The little tab that holds it in does not hold it tight.  At the very least, it should have a loop or something so you can attach a safety cord to it in case it slips loose.  Others may have better luck than I did, but I STRONGLY recommend using a second method to secure the device for anyone who is considering buying one- it is too expensive to lose it on your first use.",1321327927000,4,False
AMAZON FASHION,B07FDYZ937,AHEA7OBXDKRFE6ZKQJJGPUUQASHQ,1,Awful,The snap rusted and band stinks. Will never buy again.,1537912147707,0,True
AMAZON FASHION,B08CVDYKWX,AHW3NJ32PHMPB546UXEOL4KMQVTA,1,I didn’t like it,"It’s not what I expected to be. The picture displays something different. A pink one, not in elastic",1690225550732,0,True
AMAZON FASHION,B0BFPDV3T4,AG2IKMOMKHU5NV4IG2LWKWMFFBLQ,1,VERY DISAPPOINTING,I have a similar watch from this same manufacturer and never had a problem.  I could not get the watch to pair with my phone and finally gave up. I am returning it!,1670504421739,1,True
AMAZON FASHION,B08G7ZJY6K,AHO4RCRNP5BDY3YNT7BTNFXRBDOA,1,Cheap,What a joke. Lasted a day and a half before it ripped.,1610162621320,1,True
AMAZON FASHION,B07FDTYLYV,AFMGNUKKDLZVTOTJ4GR2T2IMQDFQ,1,I don't understand,I loved it because the end tucks in but it's practically eating up the underside of my wrist. It burns and I hate it now!,1550432708751,11,True
AMAZON FASHION,B0BZTWNT19,AE6H7ZR26MC2VF4AGCSECLXLNIRA,1,Fitbit bands,Do not like them .keep falling off,1612461997456,0,True
AMAZON FASHION,B09CTLDFGH,AGOMLBD5TCV3P5NT5OWSEBROL42Q,1,Pin came out of one side of the band before i could even get it on.,Like the style of the band but the one side i couldn’t even get on. The pin came out and cut my finger trying to get it back in the band. The silver part doesn’t have a hole on one side Disappointed,1640812290540,0,True
AMAZON FASHION,B08L3BL4RM,AFMJ2ENMPB2QQ4BJRHV7IBSXHAHQ,1,Does not work,Band only fit on one side of Fitbit. Completely useless,1622484482143,0,True
AMAZON FASHION,B08KDL9RX7,AGQGRXVJQPL34W5MDS2AWF5N3QCQ,1,Difficult to use,"I couldn’t adjust the band, had to get a man to do it and then I couldn’t open the clasp to remove the watch. Pretty but couldn’t use it.",1641724504783,0,True
